SCHOOL_ID,YEAR,COUNTY,SCHOOL_NAME,SCHOOL_TYPE,GRADE,FRL_PERCENT,FRL_COUNT,ENROLLED,TOTAL_STUDENTS,DISTRICT_ID,DIST_KEY,CHRONIC_ABSENT_RATE
10018001,2018-19,ADAMS,HASTINGS SENIOR HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5435,568,1045,1045,10018001,10018,0.128
10018002,2018-19,ADAMS,HASTINGS MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.6294,479,761,761,10018002,10018,0.128
10018003,2018-19,ADAMS,ALCOTT ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.7436,261,351,351,10018003,10018,0.128
10018004,2018-19,ADAMS,HAWTHORNE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.5,199,398,398,10018004,10018,0.128
10018005,2018-19,ADAMS,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.9085,298,328,328,10018005,10018,0.128
10018006,2018-19,ADAMS,LONGFELLOW ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.6173,200,324,324,10018006,10018,0.128
10018008,2018-19,ADAMS,RAYMOND A WATSON ELEM SCHOOL,ELEMENTARY                    ,K -05,0.5385,217,403,403,10018008,10018,0.128
10090001,2018-19,ADAMS,ADAMS CENTRAL JR-SR HIGH SCH,SECONDARY                     ,07-12,0.2146,97,452,452,10090001,10090,0.0562
10090007,2018-19,ADAMS,ADAMS CENTRAL ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,0.25,114,456,456,10090007,10090,0.0562
10090008,2018-19,ADAMS,ADAMS CENTRAL EARLY CHILDHOOD CENTER,PREK ONLY                     ,PK-PK,0.1753,17,97,97,10090008,10090,0.0562
10123001,2018-19,ADAMS,SILVER LAKE HIGH SCHOOL,SECONDARY                     ,07-12,0.4409,41,93,93,10123001,10123,0.0521
10123002,2018-19,ADAMS,SILVER LAKE ELEM SCH-BLADEN,ELEMENTARY                    ,PK-06,0.474,73,154,154,10123002,10123,0.0521
20009001,2018-19,ANTELOPE,NELIGH-OAKDALE HIGH SCHOOL,SECONDARY                     ,07-12,0.4063,65,160,160,20009001,20009,0.0833
20009004,2018-19,ANTELOPE,WESTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-02,0.3667,44,120,120,20009004,20009,0.0833
20009005,2018-19,ANTELOPE,EASTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,03-06,0.56,56,100,100,20009005,20009,0.0833
20018001,2018-19,ANTELOPE,ELGIN HIGH SCHOOL,SECONDARY                     ,07-12,0.4706,24,51,51,20018001,20018,0.087
20018002,2018-19,ANTELOPE,ELGIN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.4153,49,118,118,20018002,20018,0.087
22001001,2018-19,ANTELOPE,CLEARWATER HIGH SCHOOL,SECONDARY                     ,07-12,0.4143,29,70,70,22001001,22001,0.0456
22001002,2018-19,ANTELOPE,CLEARWATER ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.4368,38,87,87,22001002,22001,0.0456
22001003,2018-19,ANTELOPE,ORCHARD HIGH SCHOOL,SECONDARY                     ,07-12,0.5,25,50,50,22001003,22001,0.0456
22001004,2018-19,ANTELOPE,ORCHARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.5116,44,86,86,22001004,22001,0.0456
22001006,2018-19,ANTELOPE,VERDIGRE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.4886,43,88,88,22001006,22001,0.0456
22001009,2018-19,ANTELOPE,VERDIGRE HIGH SCHOOL,SECONDARY                     ,07-12,0.386,22,57,57,22001009,22001,0.0456
30500001,2018-19,ARTHUR,ARTHUR COUNTY HIGH SCHOOL,SECONDARY                     ,07-12,*,*,54,54,30500001,30500,0.0887
30500002,2018-19,ARTHUR,ARTHUR COUNTY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,*,*,71,71,30500002,30500,0.0887
40001001,2018-19,BANNER,BANNER COUNTY HIGH SCHOOL,SECONDARY                     ,07-12,0.4583,22,48,48,40001001,40001,0.0833
40001002,2018-19,BANNER,BANNER COUNTY ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.6543,53,81,81,40001002,40001,0.0833
60001001,2018-19,BOONE,BOONE CENTRAL HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.2476,51,206,206,60001001,60001,0.0664
60001002,2018-19,BOONE,BOONE CENTRAL ELEM-ALBION,ELEMENTARY                    ,PK-05,0.3717,113,304,304,60001002,60001,0.0664
60001004,2018-19,BOONE,BOONE CENTRAL MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.3534,41,116,116,60001004,60001,0.0664
60075001,2018-19,BOONE,RIVERSIDE HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.4364,24,55,55,60075001,60075,0.0725
60075002,2018-19,BOONE,RIVERSIDE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.5455,30,55,55,60075002,60075,0.0725
60075003,2018-19,BOONE,RIVERSIDE ELEMENTARY - CEDAR RAPIDS,ELEMENTARY                    ,PK-05,0.5974,46,77,77,60075003,60075,0.0725
60075004,2018-19,BOONE,RIVERSIDE ELEMENTARY - SPALDING,ELEMENTARY                    ,PK-05,0.5094,27,53,53,60075004,60075,0.0725
70010001,2018-19,BOX BUTTE,HEMINGFORD HIGH SCHOOL,SECONDARY                     ,07-12,0.3676,68,185,185,70010001,70010,0.0591
70010002,2018-19,BOX BUTTE,HEMINGFORD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.4167,110,264,264,70010002,70010,0.0591
80051001,2018-19,BOYD,BOYD COUNTY HIGH SCHOOL (SPENCER),HIGH SCHOOL                   ,09-12,0.5794,62,107,107,80051001,80051,0.0619
80051002,2018-19,BOYD,BOYD COUNTY MIDDLE SCHOOL (SPENCER),MIDDLE SCHOOL                 ,05-08,0.6628,57,86,86,80051002,80051,0.0619
80051003,2018-19,BOYD,BOYD COUNTY ELEMENTARY (BUTTE),ELEMENTARY                    ,PK-04,0.5289,64,121,121,80051003,80051,0.0619
80051004,2018-19,BOYD,BOYD COUNTY ELEMENTARY (LYNCH),ELEMENTARY                    ,PK-04,0.8276,24,29,29,80051004,80051,0.0619
90010001,2018-19,BROWN,AINSWORTH HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.3459,46,133,133,90010001,90010,0.0357
90010002,2018-19,BROWN,AINSWORTH ELEMENTARY SCHOOL,ELEMENTARY                    ,K -04,0.5034,73,145,145,90010002,90010,0.0357
90010003,2018-19,BROWN,AINSWORTH MIDDLE SCHOOL,MIDDLE SCHOOL                 ,05-08,0.5263,60,114,114,90010003,90010,0.0357
90010011,2018-19,BROWN,AINSWORTH LITTLE PAWS PRESCHOOL,PREK ONLY                     ,PK-PK,0.5405,20,37,37,90010011,90010,0.0357
220011001,2018-19,DAKOTA,SOUTH SIOUX HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.6333,753,1189,1189,22001100,22001,0.0456
220011003,2018-19,DAKOTA,SOUTH SIOUX CITY MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.6597,533,808,808,22001100,22001,0.0456
220011004,2018-19,DAKOTA,E N SWETT ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-K ,0.6208,167,269,269,22001100,22001,0.0456
220011005,2018-19,DAKOTA,HARNEY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.9433,333,353,353,22001100,22001,0.0456
220011006,2018-19,DAKOTA,LEWIS & CLARK ELEMENTARY SCH,ELEMENTARY                    ,K -05,0.8694,213,245,245,22001100,22001,0.0456
220011007,2018-19,DAKOTA,DAKOTA CITY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.7092,139,196,196,22001100,22001,0.0456
220011008,2018-19,DAKOTA,CARDINAL ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.5343,226,423,423,22001100,22001,0.0456
220011011,2018-19,DAKOTA,COVINGTON ELEMENTARY SCHOOL,ELEMENTARY                    ,01-05,0.7435,284,382,382,22001101,22001,0.0456
10018001,2019-20,ADAMS,HASTINGS SENIOR HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5747,627,1091,1091,10018001,10018,0.1315
10018002,2019-20,ADAMS,HASTINGS MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.6443,489,759,759,10018002,10018,0.1315
10018003,2019-20,ADAMS,ALCOTT ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.75,246,328,328,10018003,10018,0.1315
10018004,2019-20,ADAMS,HAWTHORNE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.5288,211,399,399,10018004,10018,0.1315
10018005,2019-20,ADAMS,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.8692,299,344,344,10018005,10018,0.1315
10018006,2019-20,ADAMS,LONGFELLOW ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.6313,202,320,320,10018006,10018,0.1315
10018008,2019-20,ADAMS,RAYMOND A WATSON ELEM SCHOOL,ELEMENTARY                    ,K -05,0.5239,208,397,397,10018008,10018,0.1315
10090001,2019-20,ADAMS,ADAMS CENTRAL JR-SR HIGH SCH,SECONDARY                     ,07-12,0.1986,87,438,438,10090001,10090,0.0548
10090007,2019-20,ADAMS,ADAMS CENTRAL ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,0.2434,111,456,456,10090007,10090,0.0548
10090008,2019-20,ADAMS,ADAMS CENTRAL EARLY CHILDHOOD CENTER,PREK ONLY                     ,PK-PK,0.1842,14,76,76,10090008,10090,0.0548
20009001,2019-20,ANTELOPE,NELIGH-OAKDALE HIGH SCHOOL,SECONDARY                     ,07-12,0.4276,65,152,152,20009001,20009,0.0946
20009004,2019-20,ANTELOPE,WESTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-02,0.3415,42,123,123,20009004,20009,0.0946
20009005,2019-20,ANTELOPE,EASTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,03-06,0.5391,62,115,115,20009005,20009,0.0946
22001001,2019-20,ANTELOPE,CLEARWATER HIGH SCHOOL,SECONDARY                     ,07-12,0.4507,32,71,71,22001001,22001,0.0716
22001002,2019-20,ANTELOPE,CLEARWATER ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.3494,29,83,83,22001002,22001,0.0716
22001003,2019-20,ANTELOPE,ORCHARD HIGH SCHOOL,SECONDARY                     ,07-12,0.5,27,54,54,22001003,22001,0.0716
22001004,2019-20,ANTELOPE,ORCHARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.3816,29,76,76,22001004,22001,0.0716
22001006,2019-20,ANTELOPE,VERDIGRE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.5176,44,85,85,22001006,22001,0.0716
22001009,2019-20,ANTELOPE,VERDIGRE HIGH SCHOOL,SECONDARY                     ,07-12,0.541,33,61,61,22001009,22001,0.0716
40001001,2019-20,BANNER,BANNER COUNTY HIGH SCHOOL,SECONDARY                     ,09-12,0.7333,22,30,30,40001001,40001,0.1
40001002,2019-20,BANNER,BANNER COUNTY ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.7432,55,74,74,40001002,40001,0.1
40001003,2019-20,BANNER,BANNER COUNTY MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.7692,20,26,26,40001003,40001,0.1
60001001,2019-20,BOONE,BOONE CENTRAL HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.3043,63,207,207,60001001,60001,0.0506
60001002,2019-20,BOONE,BOONE CENTRAL ELEM-ALBION,ELEMENTARY                    ,PK-05,0.3494,109,312,312,60001002,60001,0.0506
60001004,2019-20,BOONE,BOONE CENTRAL MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.4037,44,109,109,60001004,60001,0.0506
60017001,2019-20,BOONE,ST EDWARD HIGH SCHOOL,SECONDARY                     ,07-12,0.5385,42,78,78,60017001,60017,0.1497
60017002,2019-20,BOONE,ST EDWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.596,59,99,99,60017002,60017,0.1497
60075001,2019-20,BOONE,RIVERSIDE HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5,29,58,58,60075001,60075,0.0845
60075002,2019-20,BOONE,RIVERSIDE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.5455,30,55,55,60075002,60075,0.0845
60075003,2019-20,BOONE,RIVERSIDE ELEMENTARY - CEDAR RAPIDS,ELEMENTARY                    ,PK-05,0.6667,56,84,84,60075003,60075,0.0845
60075004,2019-20,BOONE,RIVERSIDE ELEMENTARY - SPALDING,ELEMENTARY                    ,PK-05,0.3922,20,51,51,60075004,60075,0.0845
70006001,2019-20,BOX BUTTE,ALLIANCE HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5,247,494,494,70006001,70006,0.3289
70006002,2019-20,BOX BUTTE,ALLIANCE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.5699,163,286,286,70006002,70006,0.3289
70006004,2019-20,BOX BUTTE,EMERSON ELEMENTARY SCHOOL,ELEMENTARY                    ,K -02,0.6429,189,294,294,70006004,70006,0.3289
70006005,2019-20,BOX BUTTE,GRANDVIEW ELEMENTARY SCHOOL,ELEMENTARY                    ,03-05,0.6042,174,288,288,70006005,70006,0.3289
70006006,2019-20,BOX BUTTE,ALLIANCE EARLY CHILD ED PROG,PREK ONLY                     ,PK-PK,0.6716,45,67,67,70006006,70006,0.3289
70010001,2019-20,BOX BUTTE,HEMINGFORD HIGH SCHOOL,SECONDARY                     ,07-12,0.2857,50,175,175,70010001,70010,0.198
70010002,2019-20,BOX BUTTE,HEMINGFORD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.3333,86,258,258,70010002,70010,0.198
80051001,2019-20,BOYD,BOYD COUNTY HIGH SCHOOL (SPENCER),HIGH SCHOOL                   ,09-12,0.6344,59,93,93,80051001,80051,0.0801
80051002,2019-20,BOYD,BOYD COUNTY MIDDLE SCHOOL (SPENCER),MIDDLE SCHOOL                 ,05-08,0.6635,69,104,104,80051002,80051,0.0801
80051003,2019-20,BOYD,BOYD COUNTY ELEMENTARY (BUTTE),ELEMENTARY                    ,PK-04,0.4918,60,122,122,80051003,80051,0.0801
80051004,2019-20,BOYD,BOYD COUNTY ELEMENTARY (LYNCH),ELEMENTARY                    ,PK-04,0.7105,27,38,38,80051004,80051,0.0801
90010001,2019-20,BROWN,AINSWORTH HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.375,54,144,144,90010001,90010,0.1628
90010002,2019-20,BROWN,AINSWORTH ELEMENTARY SCHOOL,ELEMENTARY                    ,K -04,0.4926,67,136,136,90010002,90010,0.1628
90010003,2019-20,BROWN,AINSWORTH MIDDLE SCHOOL,MIDDLE SCHOOL                 ,05-08,0.5575,63,113,113,90010003,90010,0.1628
90010011,2019-20,BROWN,AINSWORTH LITTLE PAWS PRESCHOOL,PREK ONLY                     ,PK-PK,0.5,17,34,34,90010011,90010,0.1628
220011001,2019-20,DAKOTA,SOUTH SIOUX HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.6556,773,1179,1179,22001100,22001,0.0716
220011003,2019-20,DAKOTA,SOUTH SIOUX CITY MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.7245,597,824,824,22001100,22001,0.0716
220011004,2019-20,DAKOTA,E N SWETT ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-K ,0.7432,191,257,257,22001100,22001,0.0716
220011005,2019-20,DAKOTA,HARNEY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.7755,266,343,343,22001100,22001,0.0716
220011006,2019-20,DAKOTA,LEWIS & CLARK ELEMENTARY SCH,ELEMENTARY                    ,K -05,0.8374,206,246,246,22001100,22001,0.0716
220011007,2019-20,DAKOTA,DAKOTA CITY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.6584,133,202,202,22001100,22001,0.0716
220011008,2019-20,DAKOTA,CARDINAL ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.6101,241,395,395,22001100,22001,0.0716
220011011,2019-20,DAKOTA,COVINGTON ELEMENTARY SCHOOL,ELEMENTARY                    ,01-05,0.7092,278,392,392,22001101,22001,0.0716
10003001,2020-21,ADAMS,KENESAW SECONDARY SCHOOL,SECONDARY                     ,07-12,0.2124,24,113,113,10003001,10003,0.0979
10003002,2020-21,ADAMS,KENESAW ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.331,47,142,142,10003002,10003,0.0979
10018001,2020-21,ADAMS,HASTINGS SENIOR HIGH SCHOOL,HIGH SCHOOL                   ,09-12,0.5975,659,1103,1103,10018001,10018,0.2473
10018002,2020-21,ADAMS,HASTINGS MIDDLE SCHOOL,MIDDLE SCHOOL                 ,06-08,0.6624,471,711,711,10018002,10018,0.2473
10018003,2020-21,ADAMS,ALCOTT ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.7822,237,303,303,10018003,10018,0.2473
10018004,2020-21,ADAMS,HAWTHORNE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.5444,227,417,417,10018004,10018,0.2473
10018005,2020-21,ADAMS,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,0.843,290,344,344,10018005,10018,0.2473
10018006,2020-21,ADAMS,LONGFELLOW ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,0.5804,184,317,317,10018006,10018,0.2473
10018008,2020-21,ADAMS,RAYMOND A WATSON ELEM SCHOOL,ELEMENTARY                    ,K -05,0.4759,227,477,477,10018008,10018,0.2473
10090001,2020-21,ADAMS,ADAMS CENTRAL JR-SR HIGH SCH,SECONDARY                     ,07-12,0.1971,83,421,421,10090001,10090,0.0486
10090007,2020-21,ADAMS,ADAMS CENTRAL ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,0.2306,107,464,464,10090007,10090,0.0486
10090008,2020-21,ADAMS,ADAMS CENTRAL EARLY CHILDHOOD CENTER,PREK ONLY                     ,PK-PK,*,*,80,80,10090008,10090,0.0486
10123001,2020-21,ADAMS,SILVER LAKE HIGH SCHOOL,SECONDARY                     ,07-12,0.4286,48,112,112,10123001,10123,0.0578
10123002,2020-21,ADAMS,SILVER LAKE ELEM SCH-BLADEN,ELEMENTARY                    ,PK-06,0.4532,63,139,139,10123002,10123,0.0578
20009001,2020-21,ANTELOPE,NELIGH-OAKDALE HIGH SCHOOL,SECONDARY                     ,07-12,0.4014,57,142,142,20009001,20009,0.1219
20009004,2020-21,ANTELOPE,WESTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-02,0.4087,47,115,115,20009004,20009,0.1219
20009005,2020-21,ANTELOPE,EASTWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,03-06,0.4907,53,108,108,20009005,20009,0.1219
20018001,2020-21,ANTELOPE,ELGIN HIGH SCHOOL,SECONDARY                     ,07-12,0.4677,29,62,62,20018001,20018,0.1677
20018002,2020-21,ANTELOPE,ELGIN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,0.5167,62,120,120,20018002,20018,0.1677
20115001,2020-21,ANTELOPE,SUMMERLAND HIGH SCHOOL AT CLEARWATER,SECONDARY                     ,07-12,0.3433,23,67,67,20115001,20115,0.2334
20115002,2020-21,ANTELOPE,SUMMERLAND ELEM SCH AT CLEARWATER,ELEMENTARY                    ,PK-06,0.3143,22,70,70,20115002,20115,0.2334
20115003,2020-21,ANTELOPE,SUMMERLAND HIGH SCHOOL AT ORCHARD,SECONDARY                     ,07-12,0.5882,30,51,51,20115003,20115,0.2334
20115004,2020-21,ANTELOPE,SUMMERLAND ELEM SCH AT ORCHARD,ELEMENTARY                    ,PK-06,0.4625,37,80,80,20115004,20115,0.2334
20115005,2020-21,ANTELOPE,SUMMERLAND HIGH SCH AT EWING,SECONDARY                     ,07-12,0.5849,31,53,53,20115005,20115,0.2334
20115006,2020-21,ANTELOPE,SUMMERLAND ELEM SCH AT EWING,ELEMENTARY                    ,PK-06,0.6627,55,83,83,20115006,20115,0.2334
30500001,2020-21,ARTHUR,ARTHUR COUNTY HIGH SCHOOL,SECONDARY                     ,07-12,*,*,53,53,30500001,30500,0.1167
